Customer ID,first_purchase,last_purchase,num_invoices,total_quantity,monetary,distinct_products,recency_days,frequency,avg_basket_value,avg_qty_per_invoice,kmeans_cluster,agg_cluster,dbscan_cluster,kmeans_label
13853,2011-10-13 14:18:00,2011-10-13 14:18:00,1,312,1090.14,23,57,1,1090.14,312.0,3,2,0,Cluster 3
13854,2010-01-08 11:28:00,2011-12-01 09:06:00,39,3642,11944.56,61,9,39,306.2707692307692,93.38461538461539,1,0,0,Cluster 1
13855,2009-12-08 16:56:00,2010-07-27 09:53:00,4,575,1310.3400000000001,64,501,4,327.58500000000004,143.75,2,1,0,Cluster 2
13856,2010-03-30 15:40:00,2011-06-24 10:03:00,11,1105,1142.03,33,169,11,103.82090909090908,100.45454545454545,2,1,0,Cluster 2
13857,2010-05-17 14:21:00,2010-11-11 12:54:00,6,782,1001.01,99,393,6,166.835,130.33333333333334,2,0,0,Cluster 2
13858,2011-10-13 16:17:00,2011-10-13 16:17:00,1,75,216.17,11,57,1,216.17,75.0,0,3,0,Cluster 0
13859,2010-06-28 15:36:00,2011-01-17 16:14:00,2,167,515.86,34,326,2,257.93,83.5,0,3,0,Cluster 0
13860,2011-09-14 09:27:00,2011-12-08 12:57:00,5,591,1245.9,58,1,5,249.18,118.2,2,1,0,Cluster 2
13861,2010-06-27 11:37:00,2010-10-06 14:20:00,2,225,273.26,21,429,2,136.63,112.5,0,3,0,Cluster 0
13862,2010-11-15 13:43:00,2011-11-21 16:24:00,9,1927,2556.09,113,18,9,284.01,214.11111111111111,1,0,0,Cluster 1
13863,2010-04-25 13:09:00,2011-04-06 10:20:00,4,553,1239.55,59,248,4,309.8875,138.25,2,0,0,Cluster 2
13864,2010-11-18 12:50:00,2010-11-18 12:50:00,1,192,662.4000000000001,1,387,1,662.4000000000001,192.0,2,1,0,Cluster 2
13865,2011-02-23 12:04:00,2011-10-12 13:31:00,4,204,501.56,26,58,4,125.39,51.0,0,1,0,Cluster 0
13866,2011-09-26 14:54:00,2011-09-26 14:54:00,1,57,145.67000000000002,7,74,1,145.67000000000002,57.0,0,3,0,Cluster 0
13867,2011-05-05 17:28:00,2011-11-08 15:48:00,3,501,1005.09,51,31,3,335.03000000000003,167.0,2,1,0,Cluster 2
13868,2011-11-01 12:45:00,2011-12-02 16:32:00,2,1964,3192.54,32,7,2,1596.27,982.0,3,2,0,Cluster 3
13869,2010-01-17 14:53:00,2011-08-08 13:53:00,10,4302,7996.87,502,123,10,799.687,430.2,1,0,0,Cluster 1
13870,2010-02-08 12:08:00,2011-12-07 13:23:00,15,3449,5712.08,159,2,15,380.80533333333335,229.93333333333334,1,0,0,Cluster 1
13871,2009-12-20 13:09:00,2011-11-17 10:49:00,17,3502,7885.85,183,23,17,463.8735294117647,206.0,1,0,0,Cluster 1
13872,2009-12-14 09:56:00,2010-06-30 15:35:00,3,339,919.57,51,527,3,306.52333333333337,113.0,2,1,0,Cluster 2
13873,2010-03-03 12:31:00,2011-08-12 10:08:00,8,472,1038.92,55,120,8,129.865,59.0,2,1,0,Cluster 2
13874,2010-02-04 18:39:00,2010-12-16 18:20:00,7,864,2049.15,46,358,7,292.7357142857143,123.42857142857143,2,0,0,Cluster 2
13875,2009-12-17 10:30:00,2011-10-17 09:36:00,14,3072,4814.37,159,54,14,343.88357142857143,219.42857142857142,1,0,0,Cluster 1
13876,2011-10-07 10:22:00,2011-10-07 10:22:00,1,36,122.7,7,64,1,122.7,36.0,0,3,0,Cluster 0
13877,2010-01-19 10:53:00,2011-09-14 15:49:00,3,478,449.68,23,86,3,149.89333333333335,159.33333333333334,2,1,0,Cluster 2
13878,2010-04-14 13:50:00,2011-10-16 12:19:00,4,927,2416.9,93,55,4,604.225,231.75,3,0,0,Cluster 3
13879,2010-03-04 10:49:00,2010-03-04 10:49:00,1,204,395.5,25,646,1,395.5,204.0,0,1,0,Cluster 0
13880,2010-05-26 14:29:00,2011-11-18 13:44:00,17,2535,4293.86,148,21,17,252.57999999999998,149.11764705882354,1,0,0,Cluster 1
13881,2010-03-04 14:41:00,2011-12-06 12:50:00,43,29760,45179.1,182,4,43,1050.6767441860466,692.0930232558139,1,0,-1,Cluster 1
13882,2011-10-06 15:28:00,2011-12-07 11:16:00,5,953,1191.13,54,3,5,238.22600000000003,190.6,2,1,0,Cluster 2
13883,2009-12-08 17:26:00,2011-11-29 10:45:00,15,3584,6560.02,200,11,15,437.3346666666667,238.93333333333334,1,0,0,Cluster 1
13884,2010-08-26 19:57:00,2011-12-02 16:30:00,10,752,1825.03,108,7,10,182.503,75.2,2,0,0,Cluster 2
13885,2011-05-23 08:52:00,2011-06-03 15:07:00,2,182,506.8,28,189,2,253.4,91.0,2,3,0,Cluster 2
13886,2011-09-29 13:17:00,2011-09-29 13:17:00,1,126,243.56,16,71,1,243.56,126.0,0,3,0,Cluster 0
13887,2011-05-19 17:22:00,2011-05-19 17:22:00,1,147,349.55,19,204,1,349.55,147.0,2,1,0,Cluster 2
13888,2010-05-13 11:57:00,2011-08-12 10:13:00,7,795,2001.59,124,120,7,285.94142857142856,113.57142857142857,2,0,0,Cluster 2
13889,2010-01-22 14:32:00,2011-09-08 09:13:00,6,979,1991.23,57,93,6,331.87166666666667,163.16666666666666,2,1,0,Cluster 2
13890,2009-12-06 15:15:00,2011-12-08 15:36:00,14,1392,2927.38,100,1,14,209.09857142857143,99.42857142857143,2,0,0,Cluster 2
13891,2010-05-06 16:02:00,2010-11-26 15:57:00,3,476,859.21,97,378,3,286.40333333333336,158.66666666666666,2,0,0,Cluster 2
13892,2010-05-13 10:32:00,2011-11-13 11:50:00,6,3125,1267.6499999999999,33,27,6,211.27499999999998,520.8333333333334,3,2,-1,Cluster 3
13893,2011-02-15 11:30:00,2011-02-15 11:30:00,1,190,821.1,21,298,1,821.1,190.0,3,1,0,Cluster 3
13894,2011-02-02 12:54:00,2011-11-16 09:44:00,3,354,564.62,25,24,3,188.20666666666668,118.0,2,1,0,Cluster 2
13895,2009-12-03 13:09:00,2011-11-11 16:57:00,6,2060,4008.52,154,28,6,668.0866666666667,343.3333333333333,1,0,0,Cluster 1
13896,2010-03-24 08:55:00,2010-03-24 08:55:00,1,149,388.55,21,626,1,388.55,149.0,0,1,0,Cluster 0
13897,2010-01-31 13:48:00,2011-10-20 14:30:00,3,820,1160.72,58,50,3,386.9066666666667,273.3333333333333,2,1,0,Cluster 2
13898,2010-10-24 15:42:00,2011-01-18 10:28:00,2,544,686.4,43,326,2,343.2,272.0,2,2,0,Cluster 2
13899,2011-03-10 09:30:00,2011-11-23 13:40:00,2,156,388.52,19,16,2,194.26,78.0,2,1,0,Cluster 2
13900,2010-03-25 13:46:00,2011-06-09 19:26:00,6,938,1610.59,80,183,6,268.4316666666667,156.33333333333334,2,0,0,Cluster 2
13901,2010-01-05 09:29:00,2011-09-28 14:48:00,15,3344,5676.34,280,72,15,378.42266666666666,222.93333333333334,1,0,0,Cluster 1
13902,2009-12-15 10:02:00,2010-03-17 13:09:00,5,220600,34095.26,58,632,5,6819.052000000001,44120.0,3,2,-1,Cluster 3
13903,2010-11-04 17:44:00,2010-11-04 17:44:00,1,103,165.45000000000002,10,400,1,165.45000000000002,103.0,0,3,0,Cluster 0
13904,2011-02-18 11:18:00,2011-11-02 13:41:00,2,332,332.64,24,37,2,166.32,166.0,2,1,0,Cluster 2
13905,2009-12-07 11:41:00,2009-12-07 11:41:00,1,135,312.65,12,733,1,312.65,135.0,0,1,0,Cluster 0
13906,2010-10-26 15:00:00,2010-10-26 15:00:00,1,100,42.0,1,409,1,42.0,100.0,0,3,0,Cluster 0
13907,2010-01-17 12:22:00,2010-01-17 12:22:00,1,68,136.8,4,692,1,136.8,68.0,0,3,0,Cluster 0
13908,2011-03-08 12:04:00,2011-09-21 11:49:00,4,1478,2369.55,104,80,4,592.3875,369.5,3,0,0,Cluster 3
13909,2010-07-06 16:52:00,2010-10-12 17:22:00,2,301,282.85,35,423,2,141.425,150.5,0,3,0,Cluster 0
13911,2010-03-01 16:31:00,2011-10-13 15:43:00,20,4487,4234.99,178,57,20,211.74949999999998,224.35,1,0,0,Cluster 1
13912,2010-10-12 08:43:00,2010-10-12 08:43:00,1,29,124.95,7,424,1,124.95,29.0,0,3,0,Cluster 0
13913,2010-07-21 10:11:00,2010-07-21 10:11:00,1,10,42.22,3,507,1,42.22,10.0,0,3,0,Cluster 0
13914,2011-11-03 16:28:00,2011-11-28 10:35:00,2,380,626.45,28,12,2,313.225,190.0,2,1,0,Cluster 2
13915,2010-11-10 15:17:00,2010-11-10 15:17:00,1,24,70.80000000000001,2,394,1,70.80000000000001,24.0,0,3,0,Cluster 0
13916,2010-02-02 10:06:00,2010-09-02 10:04:00,4,673,1275.81,72,464,4,318.9525,168.25,2,1,0,Cluster 2
13917,2011-06-01 12:46:00,2011-10-21 09:56:00,2,228,272.04,16,50,2,136.02,114.0,0,1,0,Cluster 0
13918,2011-03-31 18:05:00,2011-10-21 12:25:00,2,1140,1212.8400000000001,30,50,2,606.4200000000001,570.0,3,2,0,Cluster 3
13919,2010-06-17 09:30:00,2011-10-11 14:24:00,4,1133,1360.68,65,59,4,340.17,283.25,2,0,0,Cluster 2
13920,2010-05-26 15:48:00,2010-10-04 12:37:00,4,1772,1774.68,81,432,4,443.67,443.0,3,2,0,Cluster 3
13921,2009-12-18 12:19:00,2010-11-02 16:32:00,4,210,730.7,36,402,4,182.675,52.5,0,3,0,Cluster 0
13922,2010-08-29 14:36:00,2010-12-23 10:38:00,3,467,865.2,30,352,3,288.40000000000003,155.66666666666666,2,1,0,Cluster 2
13923,2011-10-17 12:33:00,2011-10-17 12:33:00,1,185,351.13,20,54,1,351.13,185.0,2,1,0,Cluster 2
13924,2011-09-28 15:07:00,2011-12-08 09:39:00,6,1575,1838.8500000000001,90,2,6,306.475,262.5,2,0,0,Cluster 2
13925,2011-07-28 12:09:00,2011-09-08 12:47:00,4,331,678.25,28,93,4,169.5625,82.75,2,1,0,Cluster 2
13926,2011-11-16 13:16:00,2011-11-16 13:16:00,1,104,223.85000000000002,11,23,1,223.85000000000002,104.0,0,3,0,Cluster 0
13927,2010-09-28 16:12:00,2011-09-26 12:00:00,2,463,708.26,37,75,2,354.13,231.5,2,1,0,Cluster 2
13928,2011-07-29 15:59:00,2011-11-29 10:33:00,4,129,464.57,23,11,4,116.1425,32.25,0,1,0,Cluster 0
13929,2010-01-14 07:25:00,2011-06-23 15:26:00,11,1566,3494.1,38,169,11,317.6454545454545,142.36363636363637,2,1,0,Cluster 2
13930,2011-07-26 11:00:00,2011-10-13 09:45:00,2,274,337.34,15,58,2,168.67,137.0,0,1,0,Cluster 0
13931,2009-12-03 10:26:00,2011-09-05 10:12:00,11,3488,5257.38,205,96,11,477.94363636363636,317.09090909090907,1,0,0,Cluster 1
13932,2011-02-18 12:02:00,2011-02-18 12:02:00,1,72,307.4,16,295,1,307.4,72.0,0,1,0,Cluster 0
13933,2011-07-14 13:35:00,2011-08-22 14:03:00,2,205,608.7900000000001,23,109,2,304.39500000000004,102.5,2,1,0,Cluster 2
13934,2011-03-21 08:39:00,2011-03-21 08:39:00,1,390,922.1,31,264,1,922.1,390.0,3,2,0,Cluster 3
13935,2010-02-25 16:01:00,2010-04-22 11:21:00,3,2252,6116.92,67,597,3,2038.9733333333334,750.6666666666666,3,2,0,Cluster 3
13936,2010-10-21 14:21:00,2011-06-13 08:47:00,3,661,939.66,56,180,3,313.21999999999997,220.33333333333334,2,1,0,Cluster 2
13937,2010-11-02 12:37:00,2011-06-23 16:35:00,2,587,880.13,54,169,2,440.065,293.5,3,1,0,Cluster 3
13938,2011-11-04 14:37:00,2011-11-04 14:37:00,1,70,71.66,7,35,1,71.66,70.0,0,3,0,Cluster 0
13939,2010-04-06 12:43:00,2011-11-16 13:33:00,7,1608,1560.96,91,23,7,222.99428571428572,229.71428571428572,2,1,0,Cluster 2
13940,2011-07-18 16:05:00,2011-11-22 15:15:00,4,516,839.14,39,17,4,209.785,129.0,2,1,0,Cluster 2
13941,2009-12-16 16:10:00,2011-11-18 09:43:00,15,4782,10027.18,42,22,15,668.4786666666666,318.8,3,2,0,Cluster 3
13942,2010-06-23 12:35:00,2010-06-23 12:35:00,1,1000,320.0,1,535,1,320.0,1000.0,3,2,0,Cluster 3
13943,2010-05-11 11:30:00,2010-05-11 11:30:00,1,94,246.54,15,578,1,246.54,94.0,0,3,0,Cluster 0
13944,2010-02-24 15:02:00,2010-02-24 15:02:00,1,153,200.43,35,653,1,200.43,153.0,0,1,0,Cluster 0
13945,2010-08-17 09:59:00,2010-11-10 10:00:00,2,413,854.15,49,395,2,427.075,206.5,2,1,0,Cluster 2
13946,2009-12-04 11:07:00,2011-09-21 13:33:00,6,2847,1876.23,49,79,6,312.705,474.5,3,2,0,Cluster 3
13947,2011-10-05 14:42:00,2011-10-05 14:42:00,1,44,90.6,5,65,1,90.6,44.0,0,3,0,Cluster 0
13948,2009-12-04 12:14:00,2010-12-14 10:18:00,4,248,548.76,23,361,4,137.19,62.0,0,3,0,Cluster 0
13949,2011-09-06 11:55:00,2011-12-07 09:35:00,6,2474,2427.32,124,3,6,404.55333333333334,412.3333333333333,3,0,0,Cluster 3
13950,2011-04-07 11:29:00,2011-11-28 14:44:00,4,323,745.06,33,11,4,186.265,80.75,2,1,0,Cluster 2
13951,2011-02-18 15:21:00,2011-06-16 16:43:00,3,459,674.45,38,176,3,224.8166666666667,153.0,2,1,0,Cluster 2
13952,2009-12-16 09:41:00,2011-05-06 09:00:00,14,5947,12823.521,238,218,14,915.9657857142857,424.7857142857143,1,0,0,Cluster 1
13953,2009-12-11 12:58:00,2011-12-02 16:04:00,12,5224,6640.68,8,7,12,553.39,435.3333333333333,3,2,-1,Cluster 3
13954,2011-09-30 10:52:00,2011-12-08 12:50:00,2,150,439.92,24,2,2,219.96,75.0,2,1,0,Cluster 2
13955,2010-11-29 17:35:00,2011-07-08 17:19:00,3,272,544.0699999999999,82,154,3,181.35666666666665,90.66666666666667,2,1,0,Cluster 2
13956,2011-03-13 12:51:00,2011-12-04 13:20:00,5,486,1019.27,123,5,5,203.85399999999998,97.2,2,0,0,Cluster 2
13957,2010-02-19 10:32:00,2010-10-18 10:02:00,3,157,458.25,21,418,3,152.75,52.333333333333336,0,3,0,Cluster 0
13958,2009-12-05 13:12:00,2010-11-25 10:11:00,8,2264,4709.2300000000005,172,380,8,588.6537500000001,283.0,1,0,-1,Cluster 1
13959,2010-07-16 15:11:00,2011-09-21 15:06:00,6,694,1064.77,120,79,6,177.46166666666667,115.66666666666667,2,0,0,Cluster 2
13960,2011-09-29 12:39:00,2011-11-18 15:27:00,2,142,230.22,11,21,2,115.11,71.0,0,1,0,Cluster 0
13961,2010-11-12 14:40:00,2010-11-12 14:40:00,1,226,538.4,19,392,1,538.4,226.0,2,1,0,Cluster 2
13962,2010-09-30 10:35:00,2011-11-18 08:47:00,3,160,362.8,23,22,3,120.93333333333334,53.333333333333336,0,1,0,Cluster 0
13963,2010-04-21 16:20:00,2011-02-04 14:43:00,17,2007,2860.57,129,308,17,168.26882352941178,118.05882352941177,2,0,0,Cluster 2
13964,2010-10-05 12:38:00,2010-11-17 13:53:00,2,228,438.9,22,387,2,219.45,114.0,0,3,0,Cluster 0
13965,2010-01-05 15:21:00,2010-08-20 10:40:00,3,425,996.61,23,477,3,332.2033333333333,141.66666666666666,2,1,0,Cluster 2
13966,2010-09-30 13:08:00,2010-09-30 13:08:00,1,760,384.26,21,435,1,384.26,760.0,3,2,0,Cluster 3
13967,2010-11-08 13:24:00,2011-07-17 12:02:00,2,66,166.3,4,146,2,83.15,33.0,0,3,0,Cluster 0
13968,2010-10-12 13:22:00,2010-10-12 13:22:00,1,174,123.66,8,423,1,123.66,174.0,0,3,0,Cluster 0
13969,2010-03-25 13:15:00,2011-12-02 15:11:00,35,6640,12973.460000000001,472,7,35,370.67028571428574,189.71428571428572,1,0,0,Cluster 1
13970,2010-09-28 11:53:00,2010-11-18 13:21:00,2,469,846.55,10,386,2,423.275,234.5,2,1,0,Cluster 2
13971,2010-01-26 09:51:00,2011-11-21 12:06:00,14,3084,4667.57,184,19,14,333.3978571428571,220.28571428571428,1,0,0,Cluster 1
13972,2011-05-22 11:34:00,2011-09-30 11:54:00,2,187,190.25,15,71,2,95.125,93.5,0,3,0,Cluster 0
13973,2011-02-25 15:21:00,2011-02-25 15:21:00,1,109,264.7,11,287,1,264.7,109.0,0,3,0,Cluster 0
13974,2010-05-06 17:55:00,2011-10-21 14:41:00,2,356,677.72,43,49,2,338.86,178.0,2,1,0,Cluster 2
13975,2010-02-02 13:13:00,2011-11-08 13:19:00,12,3884,5256.4,434,31,12,438.0333333333333,323.6666666666667,1,0,0,Cluster 1
13976,2010-02-09 13:08:00,2011-05-17 09:13:00,4,452,1192.36,49,207,4,298.09,113.0,2,0,0,Cluster 2
13977,2010-10-24 14:08:00,2010-10-24 14:08:00,1,303,519.8100000000001,13,411,1,519.8100000000001,303.0,3,2,0,Cluster 3
13978,2011-10-25 15:04:00,2011-11-25 11:36:00,2,315,196.79000000000002,14,15,2,98.39500000000001,157.5,0,3,0,Cluster 0
13979,2009-12-03 10:02:00,2011-09-27 13:32:00,7,2270,3379.93,356,73,7,482.84714285714284,324.2857142857143,1,0,0,Cluster 1
13980,2010-02-21 14:18:00,2011-10-10 13:34:00,5,463,768.82,57,60,5,153.764,92.6,2,1,0,Cluster 2
13981,2010-10-20 10:03:00,2010-10-20 10:03:00,1,234,331.14,22,416,1,331.14,234.0,0,1,0,Cluster 0
13982,2010-01-20 14:04:00,2011-10-31 16:24:00,9,2478,3954.29,123,39,9,439.36555555555555,275.3333333333333,1,0,0,Cluster 1
13983,2009-12-09 13:53:00,2011-11-10 11:06:00,21,3925,6753.89,238,30,21,321.61380952380955,186.9047619047619,1,0,0,Cluster 1
13984,2009-12-07 11:51:00,2011-11-13 12:38:00,12,1301,1893.8,53,27,12,157.81666666666666,108.41666666666667,2,0,0,Cluster 2
13985,2010-02-09 13:56:00,2011-12-05 17:06:00,22,4936,10020.86,149,4,22,455.49363636363637,224.36363636363637,1,0,0,Cluster 1
13986,2011-11-22 15:00:00,2011-11-22 15:00:00,1,430,320.46,12,17,1,320.46,430.0,3,2,0,Cluster 3
13987,2010-11-04 09:54:00,2010-11-25 10:20:00,2,492,682.54,46,380,2,341.27,246.0,2,2,0,Cluster 2
13988,2010-03-24 11:05:00,2011-11-20 10:15:00,8,3385,4757.8,218,20,8,594.725,423.125,1,0,0,Cluster 1
13989,2010-05-25 12:13:00,2011-10-05 09:47:00,5,2207,2026.06,61,66,5,405.212,441.4,3,2,0,Cluster 3
13990,2011-05-10 15:19:00,2011-05-10 15:19:00,1,190,311.3,16,213,1,311.3,190.0,2,1,0,Cluster 2
13991,2011-07-19 12:58:00,2011-11-27 16:18:00,6,995,852.88,58,12,6,142.14666666666668,165.83333333333334,2,1,0,Cluster 2
13992,2010-09-02 17:04:00,2011-11-09 15:23:00,3,154,219.5,10,30,3,73.16666666666667,51.333333333333336,0,3,0,Cluster 0
13993,2009-12-03 11:57:00,2011-10-28 09:06:00,19,2135,6775.71,110,43,19,356.6163157894737,112.36842105263158,1,0,0,Cluster 1
13994,2011-07-14 18:28:00,2011-12-06 11:05:00,6,932,2274.14,122,4,6,379.0233333333333,155.33333333333334,2,0,0,Cluster 2
13995,2009-12-18 12:43:00,2011-11-24 14:22:00,14,2359,3902.01,146,15,14,278.71500000000003,168.5,1,0,0,Cluster 1
13996,2010-11-05 15:07:00,2010-11-18 16:27:00,2,613,895.76,29,386,2,447.88,306.5,3,2,0,Cluster 3
13997,2010-06-07 17:33:00,2010-07-08 18:06:00,3,143,376.46,36,519,3,125.48666666666666,47.666666666666664,0,3,0,Cluster 0
13998,2010-05-12 13:18:00,2010-09-19 10:20:00,3,204,566.7,30,447,3,188.9,68.0,0,3,0,Cluster 0
13999,2009-12-05 12:42:00,2011-11-29 13:40:00,29,5043,9502.26,174,10,29,327.6641379310345,173.89655172413794,1,0,0,Cluster 1
14000,2009-12-02 09:50:00,2011-05-12 16:50:00,5,1838,2046.3400000000001,28,211,5,409.26800000000003,367.6,3,0,0,Cluster 3
14001,2010-08-03 12:49:00,2011-10-25 10:31:00,9,1779,4228.85,60,46,9,469.87222222222226,197.66666666666666,2,0,0,Cluster 2
14002,2011-07-06 14:59:00,2011-07-28 15:55:00,2,877,529.73,47,134,2,264.865,438.5,3,2,0,Cluster 3
14003,2009-12-07 08:53:00,2009-12-07 08:53:00,1,149,209.41,16,733,1,209.41,149.0,0,1,0,Cluster 0
14004,2010-09-30 09:39:00,2011-10-27 14:40:00,11,3425,6258.45,127,43,11,568.9499999999999,311.3636363636364,1,0,0,Cluster 1
14005,2011-05-08 10:33:00,2011-11-30 12:41:00,5,2478,2874.72,53,10,5,574.944,495.6,3,2,0,Cluster 3
14006,2010-02-25 09:45:00,2011-08-16 09:39:00,7,2181,2196.67,55,116,7,313.81,311.57142857142856,2,0,0,Cluster 2
14007,2010-07-15 09:06:00,2010-07-15 09:06:00,1,16,79.48,5,513,1,79.48,16.0,0,3,0,Cluster 0
14008,2010-10-03 13:09:00,2010-10-03 13:09:00,1,326,509.04,32,432,1,509.04,326.0,3,2,0,Cluster 3
14009,2010-09-03 12:08:00,2011-05-25 15:47:00,3,951,1099.91,71,198,3,366.6366666666667,317.0,3,0,0,Cluster 3
14010,2010-05-23 12:46:00,2010-05-23 13:00:00,2,177,445.15,20,565,2,222.575,88.5,0,3,0,Cluster 0
14011,2010-04-11 13:40:00,2010-08-16 15:31:00,2,644,457.82,32,480,2,228.91,322.0,2,2,0,Cluster 2
14012,2011-03-07 12:26:00,2011-03-07 12:26:00,1,160,328.8,11,278,1,328.8,160.0,0,1,0,Cluster 0
14013,2010-03-26 10:02:00,2011-08-21 15:01:00,5,775,1084.57,56,110,5,216.914,155.0,2,1,0,Cluster 2
14014,2010-05-12 09:04:00,2011-09-23 13:18:00,3,2004,1948.21,76,77,3,649.4033333333333,668.0,3,2,0,Cluster 3
14015,2011-10-18 10:02:00,2011-10-18 10:02:00,1,378,917.34,20,53,1,917.34,378.0,3,2,0,Cluster 3
14016,2010-01-08 14:12:00,2011-07-01 11:29:00,11,5722,11403.41,354,162,11,1036.6736363636364,520.1818181818181,1,0,0,Cluster 1
14017,2010-05-17 14:52:00,2010-05-17 14:52:00,1,73,229.75,14,571,1,229.75,73.0,0,3,0,Cluster 0
14018,2010-03-04 14:23:00,2010-03-04 14:23:00,1,224,367.15000000000003,13,645,1,367.15000000000003,224.0,0,1,0,Cluster 0
14019,2011-07-24 15:39:00,2011-10-24 10:13:00,3,1037,1421.61,37,47,3,473.86999999999995,345.6666666666667,3,2,0,Cluster 3
14020,2010-06-28 15:29:00,2011-11-23 09:22:00,4,648,1249.01,63,17,4,312.2525,162.0,2,1,0,Cluster 2
14021,2010-04-26 11:22:00,2011-07-07 15:46:00,7,878,1716.58,84,155,7,245.22571428571428,125.42857142857143,2,0,0,Cluster 2
14022,2010-08-10 09:38:00,2011-04-28 14:39:00,2,681,792.15,45,225,2,396.075,340.5,3,2,0,Cluster 3
14023,2011-04-03 15:50:00,2011-12-02 13:58:00,2,345,584.07,30,7,2,292.035,172.5,2,1,0,Cluster 2
14024,2010-11-14 10:51:00,2011-08-10 11:30:00,3,238,645.74,33,122,3,215.24666666666667,79.33333333333333,2,1,0,Cluster 2
14025,2010-05-05 09:56:00,2010-09-01 10:11:00,8,1914,4057.9,60,465,8,507.2375,239.25,3,2,0,Cluster 3
14026,2010-03-24 14:10:00,2010-08-26 10:31:00,2,427,713.11,43,471,2,356.555,213.5,2,2,0,Cluster 2
14027,2011-10-10 09:01:00,2011-10-10 09:01:00,1,62,104.82,6,61,1,104.82,62.0,0,3,0,Cluster 0
14028,2010-06-07 12:02:00,2010-06-07 13:33:00,3,7170,10396.5,3,550,3,3465.5,2390.0,3,2,-1,Cluster 3
14029,2011-07-18 16:57:00,2011-10-07 14:46:00,2,198,467.66,15,63,2,233.83,99.0,2,1,0,Cluster 2
14030,2009-12-10 17:27:00,2011-11-21 16:48:00,20,4215,7521.8,591,18,20,376.09000000000003,210.75,1,0,0,Cluster 1
14031,2009-12-03 15:35:00,2011-12-02 17:13:00,44,13783,39019.51,280,7,44,886.8070454545455,313.25,1,0,0,Cluster 1
14032,2009-12-14 12:02:00,2011-12-07 15:23:00,16,3740,4546.41,79,2,16,284.150625,233.75,1,0,0,Cluster 1
14033,2010-06-02 15:10:00,2010-06-02 15:10:00,1,576,109.44,1,555,1,109.44,576.0,0,2,-1,Cluster 0
14034,2011-07-05 13:06:00,2011-11-17 14:02:00,3,420,648.89,82,22,3,216.29666666666665,140.0,2,1,0,Cluster 2
14035,2010-04-06 12:39:00,2011-11-11 10:03:00,9,1405,2794.75,70,29,9,310.52777777777777,156.11111111111111,2,0,0,Cluster 2
14036,2011-02-28 09:26:00,2011-02-28 09:26:00,1,268,626.65,38,285,1,626.65,268.0,3,2,0,Cluster 3
14037,2009-12-07 11:39:00,2011-06-16 13:57:00,6,590,836.95,96,176,6,139.49166666666667,98.33333333333333,2,0,0,Cluster 2
14038,2010-02-04 08:56:00,2011-09-22 13:37:00,5,1708,3069.88,99,78,5,613.976,341.6,3,0,0,Cluster 3
14039,2010-05-13 10:15:00,2011-11-06 13:48:00,2,192,267.28000000000003,10,33,2,133.64000000000001,96.0,0,1,0,Cluster 0
14040,2009-12-01 12:14:00,2011-10-30 12:42:00,35,4972,12523.81,335,41,35,357.82314285714284,142.05714285714285,1,0,0,Cluster 1
14041,2011-03-18 13:25:00,2011-03-18 13:25:00,1,94,141.41,21,266,1,141.41,94.0,0,3,0,Cluster 0
14042,2009-12-14 15:07:00,2009-12-14 15:07:00,1,180,431.98,21,725,1,431.98,180.0,0,1,0,Cluster 0
14043,2009-12-10 15:56:00,2010-08-05 18:18:00,2,152,302.6,37,491,2,151.3,76.0,0,3,0,Cluster 0
14044,2010-01-24 15:14:00,2011-11-13 12:05:00,10,2100,3077.7,533,27,10,307.77,210.0,1,0,0,Cluster 1
14045,2010-01-08 10:08:00,2011-08-22 15:27:00,16,4459,10986.63,16,109,16,686.664375,278.6875,3,2,-1,Cluster 3
14046,2011-02-28 14:48:00,2011-02-28 14:48:00,1,460,154.99,14,284,1,154.99,460.0,3,2,-1,Cluster 3
14047,2010-02-01 10:05:00,2011-12-01 11:43:00,14,1541,3968.11,91,9,14,283.43642857142856,110.07142857142857,2,0,0,Cluster 2
14048,2010-11-22 14:08:00,2011-02-07 14:53:00,3,467,748.69,126,305,3,249.56333333333336,155.66666666666666,2,0,0,Cluster 2
14049,2010-04-01 14:52:00,2011-11-23 12:20:00,13,8480,13023.4,573,17,13,1001.8,652.3076923076923,1,0,0,Cluster 1
14050,2011-08-25 13:46:00,2011-11-08 10:00:00,2,689,746.36,49,32,2,373.18,344.5,3,2,0,Cluster 3
14051,2009-12-03 11:53:00,2011-12-09 10:20:00,37,5709,21770.98,82,1,37,588.4048648648649,154.2972972972973,1,0,-1,Cluster 1
14052,2010-11-14 11:37:00,2011-11-20 12:30:00,2,174,466.66,115,20,2,233.33,87.0,2,1,0,Cluster 2
14053,2010-08-10 11:02:00,2011-08-07 14:27:00,4,490,572.3,3,124,4,143.075,122.5,0,1,0,Cluster 0
14054,2011-10-05 15:49:00,2011-10-05 15:49:00,1,62,92.46,6,65,1,92.46,62.0,0,3,0,Cluster 0
14055,2009-12-16 15:11:00,2011-08-25 15:04:00,3,720,1520.96,33,106,3,506.9866666666667,240.0,2,1,0,Cluster 2
14056,2011-02-28 15:19:00,2011-12-08 13:36:00,23,4252,8152.71,320,1,23,354.46565217391304,184.8695652173913,1,0,0,Cluster 1
